,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.5970149253731343,0.8200000000000001,0.44580386159434143,0.7727272727272727,0.7250000000000001,0.5777777777777778,0.7550872151180477,0.6890070703870422,0.7742894334307032,0.34583776999238597,0.3500644292532812,0.6906724098694959,0.6505369230677501,0.743003079684887,0.6735059353254196,0.471625,0.19059417826622832
