,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6616915422885572,0.785,0.44790670999808835,0.7954545454545455,0.75,0.5555555555555556,0.752440396396445,0.6801867739118445,0.7742894334307032,0.33928381071768765,0.3521956468255513,0.683393827974765,0.6497337885180324,0.731740294998186,0.6512996316004912,0.4385,0.18246237496211754
