,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.5970149253731343,0.835,0.4515389026954693,0.7727272727272727,0.75,0.5777777777777778,0.7495222240847977,0.6809944571080251,0.7806056140297061,0.3413706873163521,0.3360806625161755,0.6563097935595287,0.5953448569060132,0.7386018284533498,0.6554952926729432,0.452875,0.18339886289479645
