,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.5945273631840796,0.845,0.4452303574842286,0.7954545454545455,0.7250000000000001,0.6,0.7554043099395756,0.686230437299984,0.7482379203718402,0.33942993281682843,0.34796441576059767,0.68718732789966,0.6465411224625489,0.7420648729360522,0.6705894392140811,0.468375,0.1822362057333768
