,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6318407960199005,0.8,0.45765627987000573,0.7954545454545455,0.7250000000000001,0.6,0.74997257987968,0.6786617705672019,0.7760597124221191,0.35177384223962255,0.3393906299924654,0.6668050069439735,0.613635102690223,0.7376887266251643,0.659588620548506,0.463125,0.17834881001307928
