,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6218905472636815,0.84,0.4373924679793539,0.75,0.75,0.6444444444444445,0.7498983320414272,0.6842708790741782,0.7575701318451074,0.32996141731240264,0.35634771521685327,0.6705228742735462,0.6309733603223632,0.7231110992945792,0.615534179287761,0.401875,0.1856505648468871
