,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6119402985074627,0.795,0.45134773465876504,0.7727272727272727,0.7250000000000001,0.5555555555555556,0.7469959057774177,0.6877932611336998,0.7874244664410863,0.36527684030365154,0.34706304213973216,0.681055614878813,0.6307461429847682,0.7466796833242952,0.6677241097011871,0.462375,0.18488467099995873
