,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6293532338308457,0.795,0.4402599885299178,0.7954545454545455,0.75,0.6,0.7484479490009756,0.685734455852675,0.7634273512241135,0.3574282140861237,0.34616234856920286,0.6777822330708146,0.626829830953115,0.7412799541692735,0.6632726156365125,0.463375,0.182652541021339
